index,MainBranch,Employment,Country,Age1stCode,LearnCode,YearsCode,LanguageHaveWorkedWith,Age,Gender
2652,I am a developer by profession,Employed full-time,Pakistan,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",10,C#;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;Python;SQL;TypeScript,25-34 years old,Man
2653,I am a student who is learning to code,"Student, full-time",Italy,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):",5,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL,Prefer not to say,Man
2654,I code primarily as a hobby,"Student, full-time",France,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",5,C;C#;C++;JavaScript;Node.js;Python;TypeScript,Under 18 years old,Man
2655,I am a student who is learning to code,"Student, full-time",India,11 - 17 years,School,4,HTML/CSS;JavaScript;Python;SQL,18-24 years old,Man
2656,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,11 - 17 years,Other (please specify):,37,Python,45-54 years old,Man
2657,I am a developer by profession,Employed full-time,United States of America,11 - 17 years,School;Friend or family member,26,Bash/Shell;C;C#;Java;JavaScript;Perl,35-44 years old,Man
2658,I am a developer by profession,Employed full-time,Canada,11 - 17 years,School,10,HTML/CSS;JavaScript;Node.js,25-34 years old,Man
2659,I am a student who is learning to code,"Student, full-time",United Arab Emirates,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",6,C;C++;Dart;JavaScript;PowerShell;Python,,
2660,I am a developer by profession,Employed full-time,Tunisia,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",8,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript,25-34 years old,Man
2661,I am a developer by profession,Employed full-time,United States of America,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",13,JavaScript;PHP,25-34 years old,Man
2662,I am a developer by profession,Employed full-time,United States of America,5 - 10 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Colleague",39,C;C++;Matlab;Python;R;Scala;SQL,45-54 years old,Woman
2663,I code primarily as a hobby,Employed full-time,United Kingdom of Great Britain and Northern Ireland,45 - 54 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",6,Kotlin,45-54 years old,Woman
2664,I am a developer by profession,Employed full-time,India,5 - 10 years,School,20,Java;Python,25-34 years old,Man
2665,I code primarily as a hobby,I prefer not to say,Philippines,11 - 17 years,Other (please specify):,1,JavaScript;Node.js,Prefer not to say,Man
2666,I am a developer by profession,Employed full-time,India,11 - 17 years,School;Colleague,15,Java,25-34 years old,Man
2667,I am a developer by profession,Employed full-time,Italy,11 - 17 years,School,14,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,25-34 years old,Man
2668,I am a developer by profession,Employed full-time,Spain,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",7,Java;Kotlin;Python,18-24 years old,Man
2669,I am a developer by profession,Employed full-time,India,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",12,Kotlin,25-34 years old,Man
2670,I am a developer by profession,Employed full-time,Mexico,18 - 24 years,"Other online resources (ex: videos, blogs, etc)",12,C#;HTML/CSS;Java;JavaScript;Node.js;SQL;VBA,25-34 years old,Man
2671,I am a developer by profession,Employed full-time,United States of America,25 - 34 years,School,9,C#;HTML/CSS;JavaScript;Node.js;SQL,,Man
2672,I am a student who is learning to code,"Student, full-time",Netherlands,11 - 17 years,School,5,C#;Dart;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;SQL;Swift;TypeScript,18-24 years old,Man
2673,I am a student who is learning to code,"Student, full-time",Netherlands,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",4,Assembly;C;C++;HTML/CSS;JavaScript;Matlab;Node.js;Python,18-24 years old,Man
2674,I am a developer by profession,Employed full-time,Italy,5 - 10 years,School,20,Assembly;C;C++,35-44 years old,Man
2675,I am a developer by profession,Employed full-time,Italy,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Other (please specify):",13,C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;TypeScript,25-34 years old,Man
2676,I code primarily as a hobby,"Not employed, and not looking for work",Ukraine,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Friend or family member",4,C;C#;C++;HTML/CSS;JavaScript;Node.js;Python;TypeScript,Under 18 years old,Man
2677,I am a developer by profession,Employed full-time,United States of America,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",10,Elixir;HTML/CSS;JavaScript;SQL,25-34 years old,Man
2678,I am a developer by profession,Employed full-time,Germany,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School",15,Bash/Shell;C#;C++;HTML/CSS;Java;Python;SQL,25-34 years old,Man
2679,I am a developer by profession,Employed full-time,India,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",9,C#;HTML/CSS;JavaScript;SQL;TypeScript,25-34 years old,Man
2680,I am a developer by profession,Employed full-time,Pakistan,11 - 17 years,School,8,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,25-34 years old,Man
2681,I am a student who is learning to code,"Student, part-time",France,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",6,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript,Under 18 years old,Man
2682,None of these,"Independent contractor, freelancer, or self-employed",Canada,Older than 64 years,School,,,65 years or older,Man
2683,I am a developer by profession,Employed full-time,India,18 - 24 years,Online Courses or Certification,,JavaScript,18-24 years old,Man
2684,I am a developer by profession,Employed full-time,United States of America,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",6,Assembly;C;C++;HTML/CSS;JavaScript;Node.js;Objective-C;PHP;Swift,18-24 years old,Man
2685,I am a developer by profession,Employed full-time,Germany,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",10,HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,25-34 years old,Man
2686,I am a developer by profession,Employed part-time,Denmark,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",16,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;TypeScript,25-34 years old,Man
2687,I code primarily as a hobby,"Student, full-time",United Kingdom of Great Britain and Northern Ireland,5 - 10 years,School;Other (please specify):,3,Assembly;Bash/Shell;C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;Python;R;Rust;SQL;Swift;TypeScript,Under 18 years old,Man
2688,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Netherlands,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",7,HTML/CSS;JavaScript;Node.js;TypeScript,25-34 years old,Man
2689,I am a developer by profession,Employed full-time,United States of America,11 - 17 years,School;Friend or family member;Online Courses or Certification;Other (please specify):,10,Python,25-34 years old,Man
2690,I am a developer by profession,Employed part-time,Netherlands,25 - 34 years,School,8,HTML/CSS;JavaScript;Node.js;PHP;TypeScript,25-34 years old,Man
2691,I am a developer by profession,Employed full-time,Spain,18 - 24 years,Online Courses or Certification,6,HTML/CSS;Java;JavaScript,25-34 years old,Man
2692,I am a developer by profession,Employed full-time,India,18 - 24 years,School,7,JavaScript;Node.js;TypeScript,18-24 years old,Man
2693,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,18 - 24 years,School,12,Bash/Shell;C;C++;Matlab;PowerShell;Python,25-34 years old,Man
2694,I am a student who is learning to code,Employed part-time,India,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",5,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL,18-24 years old,Man
2695,I am a student who is learning to code,"Not employed, but looking for work",Republic of Moldova,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",Less than 1 year,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript,18-24 years old,Man
2696,I am a student who is learning to code,"Student, full-time",Nepal,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",Less than 1 year,JavaScript,18-24 years old,Man
2697,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Poland,18 - 24 years,School,12,HTML/CSS;Node.js;TypeScript,35-44 years old,Man
2698,I am a developer by profession,Employed full-time,United States of America,18 - 24 years,School,,C;Groovy;Java;JavaScript;Kotlin;SQL,25-34 years old,Man
2699,I am a student who is learning to code,"Student, full-time","Iran, Islamic Republic of...",18 - 24 years,Colleague,,C;Java;JavaScript;Node.js;PHP;Python;SQL,25-34 years old,Man
2700,I am a student who is learning to code,"Student, full-time",Canada,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member",5,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript,Under 18 years old,Man
2701,I am a developer by profession,Employed full-time,Canada,11 - 17 years,School;Other (please specify):,37,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;PowerShell,45-54 years old,Man
2702,I am a developer by profession,Employed full-time,United States of America,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",10,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,25-34 years old,Man
2703,I am a developer by profession,"Not employed, but looking for work",United States of America,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",6,C#;Go;HTML/CSS;Python;Rust;SQL,18-24 years old,Man
2704,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,11 - 17 years,,18,HTML/CSS;JavaScript;Node.js;TypeScript,35-44 years old,Man
2705,I am a student who is learning to code,"Not employed, but looking for work","Iran, Islamic Republic of...",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",4,Bash/Shell;HTML/CSS;Python;SQL,18-24 years old,Man
2706,I am a developer by profession,"Independent contractor, freelancer, or self-employed",United States of America,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",35,Python;R,Prefer not to say,Prefer not to say
2707,I am a developer by profession,Employed full-time,Indonesia,11 - 17 years,Online Forum,11,Go;Java;JavaScript;PHP;Ruby;VBA,25-34 years old,Man
2708,I am a developer by profession,Employed full-time,India,18 - 24 years,,4,Java;SQL,18-24 years old,Man
2709,I am a developer by profession,"Student, part-time",Qatar,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",5,Dart;Java;Node.js;Python,18-24 years old,Man
2710,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Ukraine,11 - 17 years,Online Forum;Online Courses or Certification;Colleague,17,Groovy;Java;Node.js;Ruby,25-34 years old,Man
2711,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,5 - 10 years,Friend or family member,40,Bash/Shell;C;C++;Elixir;Erlang;Haskell;HTML/CSS;Java;JavaScript;Node.js;Python;Rust;Scala;TypeScript,45-54 years old,Man
2712,I am a developer by profession,Employed full-time,India,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",4,HTML/CSS;JavaScript,18-24 years old,Man
2713,I am a developer by profession,Employed full-time,United States of America,18 - 24 years,School,15,Bash/Shell;C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Perl;PHP;PowerShell;Python;Ruby;Rust;SQL;Swift;TypeScript,25-34 years old,Man
2714,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Bangladesh,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc)",4,HTML/CSS;Java;JavaScript;Node.js;Python,18-24 years old,Man
2715,I code primarily as a hobby,Retired,United Kingdom of Great Britain and Northern Ireland,Older than 64 years,Other (please specify):,40,Bash/Shell;JavaScript;Python,65 years or older,Man
2716,I am a developer by profession,Employed full-time,United States of America,25 - 34 years,"Other online resources (ex: videos, blogs, etc)",10,Java;JavaScript;Node.js;Ruby;SQL,35-44 years old,Man
2717,I am a developer by profession,Employed part-time,India,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",,HTML/CSS;JavaScript;Node.js;TypeScript,25-34 years old,Man
2718,I am a student who is learning to code,"Student, full-time",India,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",3,Dart;Java;TypeScript,18-24 years old,Man
2719,I am a developer by profession,Employed full-time,Germany,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification",5,HTML/CSS;JavaScript;Node.js;TypeScript,25-34 years old,Man
2720,I am a developer by profession,Employed full-time,United States of America,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Other (please specify):",20,Assembly;C++;Python;Rust;TypeScript,25-34 years old,Man
